15S_RRNA	15S ribosomal RNA
MRP1	mitochondrial 37S ribosomal protein MRP1
MRP10	mitochondrial 37S ribosomal protein YmS-T
MRP13	mitochondrial 37S ribosomal protein YmS-A
MRP17	mitochondrial 37S ribosomal protein YmS16
MRP2	mitochondrial 37S ribosomal protein MRP2
MRP20	mitochondrial 54S ribosomal protein YmL41
MRP21	mitochondrial 37S ribosomal protein MRP21
MRP4	mitochondrial 37S ribosomal protein MRP4
MRP49	mitochondrial 54S ribosomal protein MRP49
MRP51	mitochondrial 37S ribosomal protein MRP51
MRP7	mitochondrial 54S ribosomal protein YmL2
MRP8	Mrp8p
MRPL1	mitochondrial 54S ribosomal protein MRPL1
MRPL10	mitochondrial 54S ribosomal protein YmL10/YmL18
MRPL11	mitochondrial 54S ribosomal protein YmL11
MRPL13	mitochondrial 54S ribosomal protein YmL13
MRPL15	mitochondrial 54S ribosomal protein YmL15
MRPL16	mitochondrial 54S ribosomal protein YmL47
MRPL17	mitochondrial 54S ribosomal protein YmL17/YmL30
MRPL19	mitochondrial 54S ribosomal protein YmL19
MRPL20	mitochondrial 54S ribosomal protein YmL20
MRPL22	mitochondrial 54S ribosomal protein YmL22
MRPL23	mitochondrial 54S ribosomal protein YmL23
MRPL24	mitochondrial 54S ribosomal protein YmL24/YmL14
MRPL25	mitochondrial 54S ribosomal protein YmL25
MRPL27	mitochondrial 54S ribosomal protein YmL27
MRPL28	mitochondrial 54S ribosomal protein YmL28
MRPL3	mitochondrial 54S ribosomal protein YmL3
MRPL31	mitochondrial 54S ribosomal protein YmL31
MRPL32	mitochondrial 54S ribosomal protein YmL32
MRPL33	mitochondrial 54S ribosomal protein YmL33
MRPL35	mitochondrial 54S ribosomal protein YmL35
MRPL36	mitochondrial 54S ribosomal protein YmL36
MRPL37	mitochondrial 54S ribosomal protein YmL37
MRPL38	mitochondrial 54S ribosomal protein YmL38/YmL34
MRPL39	mitochondrial 54S ribosomal protein YmL39
MRPL4	mitochondrial 54S ribosomal protein YmL4
MRPL40	mitochondrial 54S ribosomal protein YmL40
MRPL44	mitochondrial 54S ribosomal protein YmL44
MRPL49	mitochondrial 54S ribosomal protein YmL49
MRPL50	mitochondrial 54S ribosomal protein MRPL50
MRPL51	mitochondrial 54S ribosomal protein MRPL51
MRPL6	mitochondrial 54S ribosomal protein YmL16
MRPL7	mitochondrial 54S ribosomal protein YmL7/YmL5
MRPL8	mitochondrial 54S ribosomal protein YmL8
MRPL9	mitochondrial 54S ribosomal protein YmL9
MRPS12	putative mitochondrial 37S ribosomal protein MRPS12
MRPS16	mitochondrial 37S ribosomal protein MRPS16
MRPS17	mitochondrial 37S ribosomal protein MRPS17
MRPS18	mitochondrial 37S ribosomal protein YmS18
MRPS28	mitochondrial 37S ribosomal protein MRPS28
MRPS35	mitochondrial 37S ribosomal protein MRPS35
MRPS5	mitochondrial 37S ribosomal protein MRPS5
MRPS8	mitochondrial 37S ribosomal protein MRPS8
MRPS9	mitochondrial 37S ribosomal protein MRPS9
MRS1	Mrs1p
MRS2	Mrs2p
MRS3	Fe(2+) transporter
MRS4	Fe(2+) transporter
MRS6	GTPase-activating protein MRS6
MRT4	Mrt4p
MRX1	Mrx1p
MRX10	Mrx10p
MRX11	Mrx11p
MRX12	Mrx12p
MRX14	putative mitochondrial 54S ribosomal protein
MRX3	Mrx3p
MRX4	Mrx4p
MRX5	Mrx5p
MRX6	Mrx6p
MRX7	Mrx7p
MRX8	Mrx8p
MRX9	Mrx9p
MSA1	Msa1p
MSA2	Msa2p
MSB1	Msb1p
MSB2	Msb2p
MSB3	Rab GTPase-activating protein MSB3
MSB4	Rab GTPase-activating protein MSB4
MSC1	Msc1p
MSC2	metal cation transporter MSC2
MSC3	Msc3p
MSC6	Msc6p
MSC7	meiotic recombination directing protein
MSD1	aspartate--tRNA ligase MSD1
MSE1	glutamate--tRNA ligase MSE1
MSF1	phenylalanine--tRNA ligase
MSG5	tyrosine/serine/threonine protein phosphatase MSG5
MSH1	mismatch repair ATPase MSH1
MSH2	mismatch repair ATPase MSH2
MSH3	mismatch repair protein MSH3
MSH4	MutS family protein MSH4
MSH5	MutS family protein MSH5
MSH6	mismatch repair ATPase MSH6
MSI1	Msi1p
MSK1	lysine--tRNA ligase MSK1
MSL1	U2 snRNP complex subunit MSL1
MSL5	mRNA splicing protein MSL5
MSM1	methionine--tRNA ligase MSM1
MSN1	Msn1p
MSN2	stress-responsive transcriptional activator MSN2
MSN4	stress-responsive transcriptional activator MSN4
MSN5	karyopherin MSN5
MSO1	Mso1p
MSP1	Msp1p
MSR1	arginine--tRNA ligase MSR1
MSS1	Mss1p
MSS11	Mss11p
MSS116	ATP-dependent RNA helicase
MSS18	Mss18p
MSS2	Mss2p
MSS4	1-phosphatidylinositol-4-phosphate 5-kinase
MSS51	Mss51p
MST1	threonine--tRNA ligase MST1
MST27	DUP240 family protein MST27
MST28	DUP240 family protein MST28
MSW1	tryptophan--tRNA ligase MSW1
MSY1	tyrosine--tRNA ligase MSY1
MTC1	Mtc1p
MTC2	Mtc2p
MTC3	Mtc3p
MTC4	Mtc4p
MTC5	Mtc5p
MTC6	Mtc6p
MTC7	Mtc7p
MTD1	methylenetetrahydrofolate dehydrogenase (NAD(+))
MTE1	Mte1p
MTF1	RNA polymerase specificity factor
MTF2	Mtf2p
MTG1	putative GTPase MTG1
MTG2	putative GTPase MTG2
MTH1	Mth1p
MTL1	Mtl1p
MTM1	Mtm1p
MTO1	tRNA modification protein MTO1
MTQ1	S-adenosylmethionine-dependent methyltransferase
MTQ2	S-adenosylmethionine-dependent methyltransferase
MTR10	Mtr10p
MTR2	Mtr2p
MTR3	exosome non-catalytic core subunit MTR3
MTR4	ATP-dependent RNA helicase MTR4
MTW1	MIND complex subunit MTW1
MUB1	Mub1p
MUD1	Mud1p
MUD2	Mud2p
MUK1	guanine nucleotide exchange factor MUK1
MUM2	Mum2p
MUM3	Mum3p
MUP1	Mup1p
MUP3	Mup3p
MUS81	Mus81p
MVB12	ubiquitin-binding ESCRT-I subunit protein MVB12
MVD1	diphosphomevalonate decarboxylase MVD1
MVP1	Mvp1p
MXR1	peptide-methionine-S-sulfoxide reductase
MXR2	Mxr2p
MYO1	myosin 1
MYO2	myosin 2
MYO3	myosin 3
MYO4	myosin 4
MYO5	myosin 5
MZM1	Mzm1p
NAB2	mRNA-binding protein NAB2
NAB3	Nab3p
NAB6	Nab6p
NAF1	RNA-binding snoRNP assembly protein
NAG1	Nag1p
NAM2	leucine--tRNA ligase NAM2
NAM7	ATP-dependent RNA helicase NAM7
NAM8	Nam8p
NAM9	mitochondrial 37S ribosomal protein NAM9
NAN1	Nan1p
NAP1	histone chaperone NAP1
NAR1	Nar1p
NAS2	Nas2p
NAS6	Nas6p
NAT1	peptide alpha-N-acetyltransferase complex A subunit NAT1
NAT2	Nat2p
NAT3	peptide alpha-N-acetyltransferase complex B subunit NAT3
NAT4	Nat4p
NAT5	peptide alpha-N-acetyltransferase subunit NAT5
NBA1	Nba1p
NBL1	Nbl1p
NBP1	Nbp1p
NBP2	Nbp2p
NBP35	Fe-S cluster-binding ATPase
NCA2	Nca2p
NCA3	SUN family protein NCA3
NCB2	negative cofactor 2 transcription regulator complex subunit NCB2
NCE101	Nce101p
NCE102	Nce102p
NCE103	carbonate dehydratase NCE103
NCL1	tRNA (cytosine-C5-)-methyltransferase
NCP1	Ncp1p
NCR1	sphingolipid transporter
NCS2	Ncs2p
NCS6	Ncs6p
NCW2	Ncw2p
NDC1	Ndc1p
NDC80	kinetochore-associated Ndc80 complex subunit NDC80
NDD1	Ndd1p
NDE1	NADH-ubiquinone reductase (H(+)-translocating) NDE1
NDE2	NADH-ubiquinone reductase (H(+)-translocating) NDE2
NDI1	NADH-ubiquinone reductase (H(+)-translocating) NDI1
NDJ1	Ndj1p
NDL1	Ndl1p
NDT80	transcription factor NDT80
NEJ1	Nej1p
NEL1	Nel1p
NEM1	Nem1-Spo7 phosphatase catalytic subunit NEM1
NEO1	putative aminophospholipid-translocating P4-type ATPase NEO1
NET1	Net1p
NEW1	New1p
NEWENTRY	Record to support submission of GeneRIFs for a gene not in Gene (Candida robusta; Saccaromyces cerevisiae; Saccharomyce cerevisiae; Saccharomyces capensis; Saccharomyces italicus; Saccharomyces oviformis; Saccharomyces uvarum var. melibiosus; Saccharomyes cerevisiae; Sccharomyces cerevisiae; baker's yeast; brewer's yeast).
NEWENTRY	Record to support submission of GeneRIFs for a gene not in Gene.
NFI1	SUMO ligase NFI1
NFS1	Nfs1p
NFT1	putative multidrug transporter NFT1
NFU1	Nfu1p
NGG1	histone acetyltransferase NGG1
NGL1	RNA exonuclease
NGL2	RNA exonuclease
NGL3	3'-5' poly(A) RNA exonuclease
NGR1	Ngr1p
NHA1	Nha1p
NHP10	Nhp10p
NHP2	snoRNA-binding protein NHP2
NHP6A	high-mobility group nucleosome-binding protein
NHP6B	high-mobility group nucleosome-binding protein
NHX1	bifunctional K:H/Na:H antiporter NHX1
NIC96	linker nucleoporin NIC96
NIF3	hypothetical protein
NIP1	translation initiation factor eIF3 core subunit c
NIP100	Nip100p
NIP7	ribosome biosynthesis protein NIP7
NIS1	Nis1p
NIT1	Nit1p
NIT2	putative hydrolase
NIT3	putative hydrolase
NKP1	Nkp1p
NKP2	Nkp2p
NMA1	nicotinamide-nucleotide adenylyltransferase NMA1
NMA111	Nma111p
NMA2	nicotinamide-nucleotide adenylyltransferase NMA2
NMD2	Nmd2p
NMD3	ribosome-binding protein NMD3
NMD4	Nmd4p
NMD5	Nmd5p
NME1	ncRNA
NMT1	glycylpeptide N-tetradecanoyltransferase NMT1
NNF1	MIND complex subunit NNF1
NNF2	Nnf2p
NNK1	protein kinase NNK1
NNR1	NADHX epimerase
NNR2	NADHX dehydratase
NNT1	S-adenosylmethionine-dependent methyltransferase
NOB1	rRNA-binding endoribonuclease
NOC2	mRNA-binding ribosome synthesis protein NOC2
NOC3	Noc3p
NOC4	ribosome biosynthesis protein NOC4
NOG1	putative GTPase NOG1
NOG2	putative GTPase NOG2
NOP1	rRNA methyltransferase NOP1
NOP10	snoRNP complex protein NOP10
NOP12	Nop12p
NOP13	Nop13p
NOP14	snoRNA-binding rRNA-processing protein NOP14
NOP15	rRNA-binding ribosome biosynthesis protein NOP15
NOP16	Nop16p
NOP19	Nop19p
NOP2	rRNA (cytosine-C5-)-methyltransferase NOP2
NOP4	mRNA-binding ribosome biosynthesis protein NOP4
NOP53	Nop53p
NOP56	snoRNP complex protein NOP56
NOP58	RNA-processing protein NOP58
NOP6	Nop6p
NOP7	mRNA-binding ribosome synthesis protein NOP7
NOP8	Nop8p
NOP9	RNA-binding RNA processing protein NOP9
NOT3	CCR4-NOT core subunit NOT3
NOT5	CCR4-NOT core subunit NOT5
NPA3	GTPase NPA3
NPC2	sterol transporter
NPL3	mRNA-binding protein NPL3
NPL4	Npl4p
NPL6	Npl6p
NPP1	nucleotide diphosphatase/phosphodiesterase NPP1
NPP2	nucleotide diphosphatase/phosphodiesterase NPP2
NPR1	serine/threonine protein kinase NPR1
NPR2	nitrogen permease regulating protein NPR2
NPR3	Npr3p
NPT1	nicotinate phosphoribosyltransferase
NPY1	NAD(+) diphosphatase
NQM1	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate transaldolase NQM1
NRD1	Nrd1 complex RNA-binding subunit
NRG1	transcriptional regulator NRG1
NRG2	Nrg2p
NRK1	ribosylnicotinamide kinase
NRM1	Nrm1p
NRP1	Nrp1p
NRT1	nicotinamide riboside transporter
NSA1	ribosome biosynthesis protein NSA1
NSA2	rRNA-processing protein NSA2
NSE1	Smc5-Smc6 complex subunit NSE1
NSE3	Smc5-Smc6 complex subunit NSE3
NSE4	Smc5-Smc6 complex subunit NSE4
NSE5	Smc5-Smc6 complex subunit NSE5
NSG1	Nsg1p
NSG2	Nsg2p
NSI1	Nsi1p
NSL1	MIND complex subunit NSL1
NSP1	FG-nucleoporin NSP1
NSR1	Nsr1p
NST1	Nst1p
NTA1	amidase
NTC20	Ntc20p
NTE1	lysophospholipase
NTF2	Ran GTPase-binding protein NTF2
NTG1	bifunctional N-glycosylase/AP lyase NTG1
NTG2	bifunctional N-glycosylase/AP lyase NTG2
NTH1	alpha,alpha-trehalase NTH1
NTH2	alpha,alpha-trehalase NTH2
NTO1	Nto1p
NTR2	Ntr2p
NUC1	ribonuclease
NUD1	Nud1p
NUF2	kinetochore-associated Ndc80 complex subunit NUF2
NUG1	RNA-binding GTPase NUG1
NUM1	Num1p
NUP1	FG-nucleoporin NUP1
NUP100	FG-nucleoporin NUP100
NUP116	FG-nucleoporin NUP116
NUP120	Nup120p
NUP133	Nup133p
NUP145	nucleocytoplasmic transporter NUP145
NUP157	Nup157p
NUP159	FG-nucleoporin NUP159
NUP170	Nup170p
NUP188	Nup188p
NUP192	Nup192p
NUP2	nucleoporin NUP2
NUP42	FG-nucleoporin NUP42
NUP49	FG-nucleoporin NUP49
NUP53	FG-nucleoporin NUP53
NUP57	FG-nucleoporin NUP57
NUP60	FG-nucleoporin NUP60
NUP82	linker nucleoporin NUP82
NUP84	Nup84p
NUP85	Nup85p
NUR1	Nur1p
NUS1	ditrans,polycis-polyprenyl diphosphate synthase
NUT1	Nut1p
NUT2	mediator complex subunit NUT2
NVJ1	Nvj1p
NVJ2	Nvj2p
NVJ3	Nvj3p
NYV1	Nyv1p
OAC1	Oac1p
OAF1	oleate-activated transcription factor OAF1
OAF3	Oaf3p
OAR1	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH)
OAZ1	Oaz1p
OCA1	putative tyrosine protein phosphatase OCA1
OCA2	Oca2p
OCA4	Oca4p
OCA5	Oca5p
OCA6	protein-tyrosine-phosphatase
OCH1	Och1p
OCT1	metalloendopeptidase
ODC1	mitochondrial 2-oxodicarboxylate carrier
ODC2	mitochondrial 2-oxodicarboxylate carrier
OGG1	8-oxoguanine glycosylase OGG1
OKP1	Okp1p
OLA1	Obg-like ATPase
OLE1	stearoyl-CoA 9-desaturase
OLI1	F0 ATP synthase subunit c
OM14	Om14p
OM45	Om45p
OMA1	metalloendopeptidase
OMS1	putative RNA methyltransferase
OPI1	transcriptional regulator OPI1
OPI10	Opi10p
OPI3	bifunctional phosphatidyl-N-methylethanolamine N-methyltransferase/phosphatidyl-N-dimethylethanolamine N-methyltransferase
OPT1	oligopeptide transporter OPT1
OPT2	Opt2p
OPY1	Opy1p
OPY2	Opy2p
ORC1	origin recognition complex subunit 1
ORC2	origin recognition complex subunit 2
ORC3	origin recognition complex subunit 3
ORC4	origin recognition complex subunit 4
ORC5	origin recognition complex subunit 5
ORC6	origin recognition complex subunit 6
ORM1	sphingolipid homeostasis protein ORM1
ORM2	sphingolipid homeostasis protein ORM2
ORT1	Ort1p
OSH2	oxysterol-binding protein related protein OSH2
OSH3	oxysterol-binding protein related protein OSH3
OSH6	oxysterol-binding protein OSH6
OSH7	oxysterol-binding protein related protein OSH7
OSM1	fumarate reductase
OST1	dolichyl-diphosphooligosaccharide--protein glycotransferase subunit OST1
OST2	dolichyl-diphosphooligosaccharide-protein glycotransferase
OST3	dolichyl-diphosphooligosaccharide--protein glycotransferase OST3
OST4	olichyl-diphosphooligosaccharide--protein glycotransferase OST4
OST5	dolichyl-diphosphooligosaccharide--protein glycotransferase subunit
OST6	dolichyl-diphosphooligosaccharide--protein glycotransferase
OSW1	Osw1p
OSW2	Osw2p
OSW5	Osw5p
OSW7	Osw7p
OTU1	ubiquitin-specific protease OTU1
OTU2	Otu2p
OXA1	membrane insertase OXA1
OXP1	5-oxoprolinase
OXR1	Oxr1p
OYE2	NADPH dehydrogenase
OYE3	NADPH dehydrogenase
PAA1	polyamine acetyltransferase
PAB1	polyadenylate-binding protein
PAC1	Pac1p
PAC10	tubulin-binding prefolding complex subunit PAC10
PAC11	dynein intermediate chain
PAC2	Pac2p
PAD1	phenylacrylic acid decarboxylase PAD1
PAF1	Paf1p
PAH1	phosphatidate phosphatase PAH1
PAI3	Pai3p
PAL1	Pal1p
PAM1	Pam1p
PAM16	import motor complex subunit PAM16
PAM17	Pam17p
PAM18	Pam18p
PAN1	Pan1p
PAN2	poly(A)-specific ribonuclease
PAN3	Pan3p
PAN5	2-dehydropantoate 2-reductase PAN5
PAN6	pantoate--beta-alanine ligase PAN6
PAP1	polynucleotide adenylyltransferase PAP1
PAP2	non-canonical poly(A) polymerase PAP2
PAR32	Par32p
PAT1	Pat1p
PAU1	seripauperin PAU1
PAU10	seripauperin PAU10
PAU11	seripauperin PAU11
PAU12	seripauperin PAU12
PAU13	seripauperin PAU13
PAU14	seripauperin PAU14
PAU15	seripauperin PAU15
PAU16	seripauperin PAU16
PAU17	seripauperin PAU17
PAU18	seripauperin PAU18
PAU19	seripauperin PAU19
PAU2	seripauperin PAU2
PAU20	seripauperin PAU20
PAU21	seripauperin PAU21
PAU22	seripauperin PAU22
PAU23	seripauperin PAU23
PAU24	seripauperin PAU24
PAU3	seripauperin PAU3
PAU4	seripauperin PAU4
PAU5	seripauperin PAU5
PAU6	seripauperin PAU6
PAU7	seripauperin PAU7
PAU8	seripauperin PAU8
PAU9	seripauperin PAU9
PBA1	Pba1p
PBI1	Pbi1p
PBI2	Pbi2p
PBN1	Pbn1p
PBP1	Pbp1p
PBP2	Pbp2p
PBP4	Pbp4p
PBR1	putative oxidoreductase
PBS2	mitogen-activated protein kinase kinase PBS2
PBY1	putative tubulin tyrosine ligase
PCA1	cation-transporting P-type ATPase PCA1
PCC1	chromatin DNA-binding EKC/KEOPS complex subunit PCC1
PCD1	8-oxo-dGTP diphosphatase
PCF11	Pcf11p
PCH2	Pch2p
PCI8	Pci8p
PCK1	phosphoenolpyruvate carboxykinase PCK1
PCL1	Pcl1p
PCL10	Pcl10p
PCL2	cyclin PCL2
PCL5	Pcl5p
PCL6	Pcl6p
PCL7	Pcl7p
PCL8	Pcl8p
PCL9	Pcl9p
PCM1	phosphoacetylglucosamine mutase PCM1
PCP1	rhomboid protease PCP1
PCS60	Pcs60p
PCT1	choline-phosphate cytidylyltransferase
PDA1	pyruvate dehydrogenase (acetyl-transferring) subunit E1 alpha
PDB1	pyruvate dehydrogenase (acetyl-transferring) subunit E1 beta
PDC1	indolepyruvate decarboxylase 1
PDC2	Pdc2p
PDC5	indolepyruvate decarboxylase 5
PDC6	indolepyruvate decarboxylase 6
PDE1	3',5'-cyclic-nucleotide phosphodiesterase PDE1
PDE2	3',5'-cyclic-nucleotide phosphodiesterase PDE2
PDH1	putative 2-methylcitrate dehydratase
PDI1	protein disulfide isomerase PDI1
PDP3	Pdp3p
PDR1	drug-responsive transcription factor PDR1
PDR10	ATP-binding cassette multidrug transporter PDR10
PDR11	ATP-binding cassette multidrug transporter PDR11
PDR12	ATP-binding cassette multidrug transporter PDR12
PDR15	ATP-binding cassette multidrug transporter PDR15
PDR16	phosphatidylinositol transporter
PDR17	phosphatidylinositol transporter
PDR18	ATP-binding cassette multidrug transporter PDR18
PDR3	drug-responsive transcription factor PDR3
PDR5	ATP-binding cassette multidrug transporter PDR5
PDR8	Pdr8p
PDS1	securin
PDS5	Pds5p
PDX1	Pdx1p
PDX3	pyridoxamine-phosphate oxidase PDX3
PEA2	Pea2p
PEF1	Pef1p
PEP1	type I sorting receptor
PEP12	SNAP receptor PEP12
PEP3	tethering complex subunit PEP3
PEP4	proteinase A
PEP5	tethering complex subunit PEP5
PEP7	Pep7p
PEP8	retromer subunit PEP8
PER1	Per1p
PER33	Per33p
PES4	Pes4p
PET10	Pet10p
PET100	Pet100p
PET111	Pet111p
PET112	glutamyl-tRNA(Gln) amidotransferase subunit PET112
PET117	Pet117p
PET122	Pet122p
PET123	mitochondrial 37S ribosomal protein PET123
PET127	Pet127p
PET130	Pet130p
PET18	Pet18p
PET191	Pet191p
PET20	Pet20p
PET309	Pet309p
PET494	Pet494p
PET54	Pet54p
PET8	Pet8p
PET9	ADP/ATP carrier protein PET9
PEX1	AAA family ATPase peroxin 1
PEX10	ubiquitin-protein ligase peroxin 10
PEX11	Pex11p
PEX12	ubiquitin-protein ligase peroxin 12
PEX13	peroxin PEX13
PEX14	Pex14p
PEX15	Pex15p
PEX17	Pex17p
PEX18	Pex18p
PEX19	Pex19p
PEX2	ubiquitin-protein ligase peroxin 2
PEX21	Pex21p
PEX22	ubiquitin-protein transferase activating protein PEX22
PEX25	Pex25p
PEX27	Pex27p
PEX28	Pex28p
PEX29	Pex29p
PEX3	Pex3p
PEX30	peroxisome biogenesis protein
PEX31	peroxisome biogenesis protein
PEX32	Pex32p
PEX34	Pex34p
PEX4	E2 ubiquitin-protein ligase peroxin 4
PEX5	Pex5p
PEX6	AAA family ATPase peroxin 6
PEX7	Pex7p
PEX8	Pex8p
PEX9	hypothetical protein
PFA3	palmitoyltransferase PFA3
PFA4	palmitoyltransferase PFA4
PFA5	palmitoyltransferase PFA5
PFD1	prefolding complex chaperone subunit
PFF1	Pff1p
PFK1	6-phosphofructokinase subunit alpha
PFK2	6-phosphofructokinase subunit beta
PFK26	Pfk26p
PFK27	6-phosphofructo-2-kinase
PFS1	Pfs1p
PFS2	cleavage polyadenylation factor subunit PFS2
PFY1	profilin
PGA1	Pga1p
PGA2	Pga2p
PGA3	cytochrome-b5 reductase
PGC1	phosphatidylglycerol phospholipase
PGD1	Pgd1p
PGI1	glucose-6-phosphate isomerase
PGK1	phosphoglycerate kinase
PGM1	phosphoglucomutase PGM1
PGM2	phosphoglucomutase PGM2
PGS1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
PGU1	Pgu1p
PHA2	prephenate dehydratase PHA2
PHB1	prohibitin subunit PHB1
PHB2	prohibitin subunit PHB2
PHD1	Phd1p
PHM6	Phm6p
PHM7	Phm7p
PHM8	bifunctional nucleotidase/lysophosphatidic acid phosphatase
PHO11	acid phosphatase PHO11
PHO12	acid phosphatase PHO12
PHO13	4-nitrophenylphosphatase
PHO2	Pho2p
PHO23	Pho23p
PHO3	acid phosphatase PHO3
PHO4	phosphate-sensing transcription factor PHO4
PHO5	acid phosphatase PHO5
PHO8	alkaline phosphatase PHO8
PHO80	Pho80p
PHO81	Pho81p
PHO84	phosphate transporter PHO84
PHO85	cyclin-dependent serine/threonine-protein kinase PHO85
PHO86	Pho86p
PHO87	SPX domain-containing inorganic phosphate transporter
PHO88	Pho88p
PHO89	Pho89p
PHO90	SPX domain-containing inorganic phosphate transporter
PHO91	Pho91p
PHO92	mRNA-binding phosphate metabolism regulator
PHR1	deoxyribodipyrimidine photo-lyase PHR1
PHS1	enoyl-CoA hydratase PHS1
PIB1	phosphatidylinositol-3-phosphate-binding ubiquitin-protein ligase
PIB2	Pib2p
PIC2	Cu/Pi carrier
PIF1	DNA helicase PIF1
PIG1	protein phosphatase regulator PIG1
PIG2	putative protein phosphatase regulator PIG2
PIH1	Pih1p
PIK1	1-phosphatidylinositol 4-kinase
PIL1	lipid-binding protein PIL1
PIM1	ATP-dependent Lon protease PIM1
PIN2	Pin2p
PIN3	Pin3p
PIN4	Pin4p
PIP2	oleate-activated transcription factor PIP2
PIR1	beta-1,3-glucan linked protein
PIR3	beta-1,3-glucan linked protein
PIR5	beta-1,3-glucan linked protein
PIS1	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
PKC1	protein kinase C
PKH1	serine/threonine protein kinase PKH1
PKH2	serine/threonine protein kinase PKH2
PKH3	protein kinase PKH3
PKP1	protein kinase PKP1
PKP2	protein kinase PKP2
PKR1	Pkr1p
PLB1	lysophospholipase
PLB2	lysophospholipase
PLB3	lysophospholipase
PLC1	phosphatidylinositol phospholipase C
PLM2	Plm2p
PLP1	Plp1p
PLP2	Plp2p
PMA1	H(+)-exporting P2-type ATPase PMA1
PMA2	H(+)-exporting P2-type ATPase PMA2
PMC1	calcium-transporting ATPase PMC1
PMD1	Pmd1p
PMI40	mannose-6-phosphate isomerase PMI40
PML1	Pml1p
PML39	Pml39p
PMP1	proteolipid ATPase
PMP2	proteolipid ATPase
PMP3	Pmp3p
PMR1	Ca(2+)/Mn(2+)-transporting P-type ATPase PMR1
PMS1	ATP-binding mismatch repair protein
PMT1	dolichyl-phosphate-mannose-protein mannosyltransferase PMT1
PMT2	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
PMT3	dolichyl-phosphate-mannose-protein mannosyltransferase PMT3
PMT4	dolichyl-phosphate-mannose-protein mannosyltransferase
PMT5	putative dolichyl-phosphate-mannose-protein mannosyltransferase PMT5
PMT6	dolichyl-phosphate-mannose-protein mannosyltransferase PMT6
PMT7	putative dolichyl-phosphate-mannose--protein mannosyltransferase
PMU1	putative phosphomutase
PNC1	nicotinamidase
PNG1	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase
PNO1	Pno1p
PNP1	purine-nucleoside phosphorylase
PNS1	Pns1p
PNT1	Pnt1p
POA1	ADP-ribose 1''-phosphate phosphatase
POB3	FACT complex subunit POB3
POC4	Poc4p
POF1	nicotinamide-nucleotide adenylyltransferase
POG1	Pog1p
POL1	DNA-directed DNA polymerase alpha catalytic subunit POL1
POL12	DNA-directed DNA polymerase alpha subunit POL12
POL2	DNA polymerase epsilon catalytic subunit
POL3	DNA-directed DNA polymerase delta POL3
POL30	proliferating cell nuclear antigen
POL31	DNA-directed DNA polymerase delta subunit POL31
POL32	DNA polymerase delta subunit POL32
POL4	DNA-directed DNA polymerase IV
POL5	DNA-directed DNA polymerase
POM152	Pom152p
POM33	nucleoporin POM33
POM34	Pom34p
POP1	ribonuclease P/MRP protein subunit POP1
POP2	CCR4-NOT core DEDD family RNase subunit POP2
POP3	Pop3p
POP4	RNase P/RNase MRP complex subunit
POP5	RNA-binding protein POP5
POP6	ribonuclease P/MRP protein subunit POP6
POP7	ribonuclease P/MRP protein subunit POP7
POP8	ribonuclease P
POR1	porin POR1
POR2	putative porin POR2
POS5	NADH kinase
POT1	acetyl-CoA C-acyltransferase
POX1	acyl-CoA oxidase
PPA2	inorganic diphosphatase PPA2
PPE1	carboxylesterase-mitochondrial 37S ribosomal protein YmS2
PPG1	putative serine/threonine-protein kinase PPG1
PPH21	phosphoprotein phosphatase 2A catalytic subunit PPH21
PPH22	phosphoprotein phosphatase 2A catalytic subunit PPH22
PPH3	phosphoprotein phosphatase PP4 catalytic subunit PPH3
PPM1	leucine carboxy methyltransferase
PPM2	tRNA methyltransferase PPM2
PPN1	endopolyphosphatase
PPQ1	Ppq1p
PPR1	Ppr1p
PPS1	tyrosine/serine/threonine protein phosphatase PPS1
PPT1	protein serine/threonine phosphatase
PPT2	holo-[acyl-carrier-protein] synthase
PPX1	exopolyphosphatase
PPZ1	salt homeostasis regulator
PPZ2	salt homeostasis regulator
PRB1	proteinase B
PRC1	carboxypeptidase C PRC1
PRD1	metalloendopeptidase
PRE1	proteasome core particle subunit beta 4
PRE10	proteasome core particle subunit alpha 7
PRE2	proteasome core particle subunit beta 5
PRE3	proteasome core particle subunit beta 1
PRE4	proteasome core particle subunit beta 7
PRE5	proteasome core particle subunit alpha 6
PRE6	proteasome core particle subunit alpha 4
PRE7	proteasome core particle subunit beta 6
PRE8	proteasome core particle subunit alpha 2
PRE9	proteasome core particle subunit alpha 3
PRI1	DNA primase subunit PRI1
PRI2	DNA primase subunit PRI2
PRK1	serine/threonine protein kinase PRK1
PRM1	pheromone-regulated protein PRM1
PRM10	pheromone-regulated protein PRM10
PRM15	phosphoribomutase PRM15
PRM2	pheromone-regulated protein PRM2
PRM3	pheromone-regulated protein PRM3
PRM4	pheromone-regulated protein PRM4
PRM5	pheromone-regulated protein PRM5
PRM6	pheromone-regulated K(+) transporter PRM6
PRM7	pheromone-regulated protein PRM7
PRM8	pheromone-regulated DUP240 family protein PRM8
PRM9	pheromone-regulated DUP240 family protein PRM9
